,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 4. 1,,,,,,,,,,,,,,,,
195,"01,1848,7",啓愛クリニック,〒732－0811広島市南区段原１－３－１１啓愛プラザビル２Ｆ,082-262-8077,柿　音高,柿　音高,平9. 6. 1,耳い　アレ　内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,移転,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 6. 1,,,,,,,,,,,,,,,,
196,"01,1856,0",医療法人社団　青野整形外科,〒730－0013広島市中区八丁堀１１－１９,082-224-0002,医療法人　社団　青野整形外科　理事長　青野　健三,青野　健三,平17. 4. 1,整外,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 4. 1,,,,,,,,,,,,,,,,
197,"01,1862,8",山本内科クリニック,〒730－0013広島市中区八丁堀１１－１８坪井ビル３Ｆ,082-224-2688,山本　正美,山本　正美,平6. 12. 1,内　消　循　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令3. 12. 1,,,,,,,,,,,,,,,,
198,"01,1863,6",森石内科医院,〒739－0323広島市安芸区中野東１丁目１１－３１,082-893-0020,森石　真吾,森石　真吾,平7. 1. 1,内　胃　循　放,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 1. 1,,,,,,,,,,,,,,,,
199,"01,1870,1",清水内科・消化器科,〒730－0043広島市中区富士見町１２－１７,082-542-5122,清水　哲,清水　哲,平7. 4. 1,内　消　循,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
200,"01,1871,9",寛田クリニック,〒732－0827広島市南区稲荷町３－２０,082-261-7030,医療法人社団　飛翔会　理事長　寛田　司,寛田　司,平14. 4. 1,整外　リウ　リハ　内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令2. 4. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 2,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,,,,,,,,,,,,,,,,,
201,"01,1874,3",うすい皮フ科クリニック,〒732－0814広島市南区段原南２－３－２４,082-264-7755,碓井　美智子,碓井　美智子,平7. 7. 1,皮,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 7. 1,,,,,,,,,,,,,,,,
202,"01,1876,8",こうレディスクリニック,〒730－0043広島市中区富士見町１２－１７,082-542-0770,古宇　伝昌,古宇　伝昌,平7. 8. 1,一般　　      3,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,産婦　内　婦,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 8. 1,,,,,,,,,,,,,,,,
203,"01,1883,4",武市クリニック,〒732－0806広島市南区西荒神町１－３３,082-262-0566,武市　宣雄,武市　宣雄,平7. 11. 1,内　外　耳い　精神神経科,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 11. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 2,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,,,,,,,,,,,,,,,,,
204,"01,1886,7",おかはた小児科クリニック,〒732－0814広島市南区段原南１丁目１－２２,082-506-3223,医療法人社団　幸伸会　理事長　岡畠　進,岡畠　進,平11. 5. 1,小　循　アレ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 5. 1,,,,,,,,,,,,,,,,
205,"01,1887,5",うさがわクリニック,〒730－0016広島市中区幟町１４－１６第２宇佐川ビル２Ｆ,082-224-0388,宇佐川　智久,宇佐川　智久,平14. 4. 1,内　放,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,移転,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令2. 4. 1,,,,,,,,,,,,,,,,
206,"01,1888,3",吉本脳神経外科内科医院,〒732－0065広島市東区牛田中１－６－１２,082-227-9955,吉本　尚規,吉本　尚規,平8. 4. 1,脳外　神内　内　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 4. 1,,,,,,,,,,,,,,,,
207,"01,1891,7",産婦人科内科　小松クリニック,〒730－0017広島市中区鉄砲町１０－１８,082-227-3777,医療法人　産婦人科内科　小松クリニック　理事長　小松　正伸,小松　正伸,平13. 4. 1,産婦　内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令7. 4. 1,,,,,,,,,,,,,,,,
208,"01,1894,1",本クリニック,〒736－0086広島市安芸区矢野南３丁目１－２,082-888-5077,医療法人　つばさ　理事長　本　浄子,本　雅之,平16. 10. 1,内　外　消　胃　こう　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令4. 10. 1,,,,,,,,,,,,,,,,
209,"01,1895,8",小田耳鼻咽喉科,〒730－0002広島市中区白島中町１－１７,082-222-3733,小田　一成,小田　一成,平8. 6. 1,耳　い,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 6. 1,,,,,,,,,,,,,,,,
210,"01,1897,4",あと・クリニック,〒731－4231広島市安芸区阿戸町４８５－１,082-856-0612,社会福祉法人　あと会　理事長　横山　吉宏,徳島　雄二,平8. 7. 1,内　外　リハ　胃,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 7. 1,,,,,,,,,,,,,,,,
211,"01,1899,0",医療法人社団　ばんぶ会　たけもとクリニック,〒730－0045広島市中区鶴見町１４－６,082-541-0202,医療法人社団　ばんぶ会　理事長　竹本　元義,竹本　元義,平11. 9. 1,内　小　消　呼　アレ　整外　リハ　リウ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令5. 9. 1,,,,,,,,,,,,,,,,
212,"01,2100,2",くすのき眼科,〒739－0323広島市安芸区中野東１－１１－３１,082-893-0300,楠　茂雄,楠　茂雄,平8. 9. 1,眼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 9. 1,,,,,,,,,,,,,,,,
213,"01,2101,0",医療法人おかもと整形外科クリニック,〒732－0033広島市東区温品７－５－２６,082-280-1123,医療法人　おかもと整形外科クリニック　理事長　岡本　健,岡本　健,平11. 4. 1,整外　リハ　リウ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 4. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 1,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,,,,,,,,,,,,,,,,,
214,"01,2102,8",医療法人社団　しみずクリニック,〒739－1412広島市安佐北区白木町小越１９３,082-828-3030,医療法人社団　しみずクリニック　理事長　清水　明,清水　明,平10. 4. 1,内　胃　循　外　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
215,"01,2103,6",医療法人社団松原クリニック　まつばらクリニック,〒732－0033広島市東区温品７－１１－３５,082-289-3223,医療法人社団松原クリニック　理事長　松原　進,松原　進,平10. 4. 1,外　胃　整外　リハ　麻,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 1,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,,,,,,,,,,,,,,,,,
216,"01,2110,1",わかさ整形外科,〒736－0081広島市安芸区船越１丁目５０－１８,082-820-0222,医療法人社団　雅会　わかさ整形外科　理事長　若狭　雅彦,若狭　雅彦,平10. 10. 1,整外　リハ　リウ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 10. 1,,,,,,,,,,,,,,,,
217,"01,2111,9",もみじクリニック,〒730－0001広島市中区白島北町１７－２,082-502-8100,山本　理哉,山本　理哉,平9. 5. 1,内　循　ひ　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令6. 5. 1,,,,,,,,,,,,,,,,
218,"01,2113,5",くしだ耳鼻咽喉科,〒739－0321広島市安芸区中野３－９－６,082-892-3387,串田　伸一,串田　伸一,平9. 6. 1,耳い,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 6. 1,,,,,,,,,,,,,,,,
219,"01,2114,3",中山内科医院,〒739－0321広島市安芸区中野３－９－６,082-892-3118,中山　茂,中山　茂,平9. 6. 1,内　呼　消　循,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 6. 1,,,,,,,,,,,,,,,,
220,"01,2115,0",東部健診センター,〒736－0082広島市安芸区船越南３丁目２４－２７,082-823-3333,医療法人　恒和会　理事長　松石　頼明,堀川　陽子,平9. 7. 1,内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 7. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 3,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 3),,,,,,,,,,,,,,,,,,,
221,"01,2118,4",医療法人社団　たけなお会　たにぐち小児クリニック,〒732－0023広島市東区中山東２丁目２－９,082-508-4115,医療法人社団　たけなお会　理事長　谷口　裕,谷口　裕,平14. 4. 1,小　アレ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令2. 4. 1,,,,,,,,,,,,,,,,
222,"01,2120,0",木山産婦人科クリニック,〒730－0036広島市中区袋町４－３滝口ビル３Ｆ,082-544-3155,木山　智之,木山　智之,平9. 9. 1,産婦,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 9. 1,,,,,,,,,,,,,,,,
223,"01,2121,8",ふじわら医院,〒732－0811広島市南区段原１丁目３－１１啓愛プラザビル３Ｆ,082-567-0022,藤原　英祐,藤原　英祐,平9. 10. 1,内　心内　ひ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 10. 1,,,,,,,,,,,,,,,,
224,"01,2123,4",青山クリニック,〒732－0045広島市東区曙１丁目４－３０,082-261-3777,青山　秀行,青山　秀行,平9. 11. 1,神内　脳外　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 11. 1,,,,,,,,,,,,,,,,
225,"01,2125,9",医療法人社団　池田整形外科,〒734－0024広島市南区仁保新町２丁目４－５,082-288-3350,医療法人　社団　池田整形外科　理事長　池田　俊彦,池田　俊彦,平16. 10. 1,整外　リウ　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 10. 1,,,,,,,,,,,,,,,,
226,"01,2126,7",さなだ内科クリニック,〒739－0311広島市安芸区瀬野２丁目１２－１１,082-820-3001,医療法人せせらぎ会　理事長　眞田　栄治,眞田　栄治,平12. 5. 1,内　消化器内科　呼内　循環器内科　糖尿病内科　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令6. 5. 1,,,,,,,,,,,,,,,,
227,"01,2128,3",バスセンター佐々木内科,〒730－0011広島市中区基町６－２７広島センタービル８Ｆ,082-225-3111,佐々木　博,佐々木　博,平10. 4. 1,内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
228,"01,2129,1",おか内科循環器科,〒732－0052広島市東区光町２－４－６,082-506-3220,岡　裕三,岡　裕三,平10. 4. 1,内　循,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
229,"01,2130,9",松野クリニック,〒732－0023広島市東区中山東２－２－３３,082-508-4488,松野　清,松野　清,平10. 4. 1,胃　こう　外　内　循　呼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
230,"01,2131,7",松浦内科医院,〒734－0005広島市南区翠３－１８－６,082-505-5050,松浦　千文,松浦　千文,平10. 4. 1,内　放　呼　消　循　小,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 4. 1,,,,,,,,,,,,,,,,
231,"01,2133,3",リバーサイド内科クリニック,〒732－0064広島市東区牛田南１－７－８,082-212-3505,山下　郡司,山下　郡司,平10. 4. 1,内　消　胃　放　アレ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令4. 4. 1,,,,,,,,,,,,,,,,
232,"01,2134,1",医療法人社団　一陽会　イーストクリニック,〒732－0814広島市南区段原南１－３－５３　広島イーストビル６Ｆ,082-506-0123,医療法人社団　一陽会　理事長　西澤　欣子,有田　美智子,平20. 6. 9,内　腎臓内科（人工透析）　糖尿病内科,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,移転,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令2. 6. 9,,,,,,,,,,,,,,,,
,,,,非常勤:　　　11,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　11),,,,,,,,,,,,,,,,,,,
233,"01,2135,8",心石形成外科,〒730－0011広島市中区基町６－２７広島バスセンター９階,082-225-3331,医療法人　優心会　理事長　心石　隆史,心石　隆史,平12. 10. 1,形外,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 10. 1,,,,,,,,,,,,,,,,
234,"01,2136,6",医療法人社団たくみ会　きむらクリニック,〒736－0082広島市安芸区船越南２丁目１７－１,082-820-0522,医療法人社団　たくみ会　きむらクリニック　理事長　木村　英明,木村　英明,平13. 10. 1,内　胃　放　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令7. 10. 1,,,,,,,,,,,,,,,,
235,"01,2137,4",やすらぎクリニック,〒730－0036広島市中区袋町３－１１味噌会館２Ｆ,082-243-8855,高田　進,高田　進,平10. 6. 1,内　神内　精　リウ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 6. 1,,,,,,,,,,,,,,,,
236,"01,2138,2",貞岡耳鼻咽喉科クリニック,〒730－0011広島市中区基町６－２７バスセンタービル８階,082-225-3387,貞岡　達也,貞岡　達也,平10. 6. 1,耳い,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 6. 1,,,,,,,,,,,,,,,,
237,"01,2139,0",さくま眼科,〒732－0811広島市南区段原１丁目３－１１啓愛プラザビル４Ｆ,082-567-2255,佐久間　修,佐久間　修,平10. 7. 1,眼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 7. 1,,,,,,,,,,,,,,,,
238,"01,2141,6",中西医院,〒732－0811広島市南区段原４丁目１９－９,082-567-0820,中西　幸造,中西　幸造,平10. 9. 1,外　胃　肛門外科,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 9. 1,,,,,,,,,,,,,,,,
239,"01,2146,5",大木クリニック,〒736－0081広島市安芸区船越３丁目１４－４１,082-823-2236,大木　正美,大木　正美,平10. 10. 1,内　胃　循　呼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 10. 1,,,,,,,,,,,,,,,,
240,"01,2147,3",平和診療所,〒730－0812広島市中区加古町６－１,082-248-8828,医療法人社団　桃李会　理事長　林　香津子,髙橋　宏幸,平10. 11. 1,耳い　内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 11. 1,,,,,,,,,,,,,,,,
241,"01,2153,1",村尾皮ふ科クリニック,〒739－0321広島市安芸区中野３丁目９－６,082-892-4112,村尾　靖子,村尾　靖子,平11. 5. 1,皮,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 5. 1,,,,,,,,,,,,,,,,
242,"01,2160,6",多田耳鼻咽喉科クリニック,〒734－0023広島市南区東雲本町２丁目１３－３０,082-890-3833,多田　渉,多田　渉,平11. 12. 1,耳い,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令5. 12. 1,,,,,,,,,,,,,,,,
243,"01,2161,4",なごみクリニック,〒730－0048広島市中区竹屋町６－３,082-242-0753,医療法人社団　恵宣会　理事長　山田　均,新郷　雄一,平12. 1. 1,精　神　心内　リハ　内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 1. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 2,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,,,,,,,,,,,,,,,,,
244,"01,2162,2",医療法人社団聖愛会　ぎおん牛田病院附属　牛田クリニック,〒732－0066広島市東区牛田本町１丁目５－１４,082-223-3020,医療法人社団　聖愛会　理事長　島筒　和史,島筒　礼子,平12. 3. 1,内　外　胃　呼　循　整外　リハ　美容皮膚科,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 3. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　10,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　10),,,,,,,,,,,,,,,,,,,
245,"01,2164,8",こうの脳神経外科クリニック,〒730－0005広島市中区西白島町１６－１７,082-502-0036,医療法人　広翔会　理事長　河野　宏明,河野　宏明,平18. 5. 1,脳外　心内　神内　精　内　放　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令6. 5. 1,,,,,,,,,,,,,,,,
246,"01,2166,3",医療法人社団恵正会　三田クリニック,〒739－1521広島市安佐北区白木町大字三田字栗原７００５－１,082-829-0013,医療法人社団　恵正会　理事長　二宮　正則,片野　高広,平16. 12. 1,内　循環器内科,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,移転,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 12. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 4,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 4),,,,,,,,,,,,,,,,,,,
247,"01,2169,7",医療法人　あいクリニック,〒736－0082広島市安芸区船越南２丁目１８－１９,082-822-0080,医療法人あいクリニック　理事長　魚谷　啓,魚谷　啓,平19. 5. 1,外　内　呼　消　こう　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令7. 5. 1,,,,,,,,,,,,,,,,
248,"01,2170,5",浜村耳鼻咽喉科,〒732－0045広島市東区曙１－８－９,082-568-7101,濱村　宣宏,濱村　宣宏,平12. 10. 1,耳い,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 10. 1,,,,,,,,,,,,,,,,
249,"01,2175,4",吉本クリニック,〒736－0082広島市安芸区船越南２－１７－１,082-821-1700,吉本　晃宏,吉本　晃宏,平13. 4. 1,アレ　皮　外,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令7. 4. 1,,,,,,,,,,,,,,,,
250,"01,2177,0",医療法人あかね会　中島土谷クリニック,〒730－0811広島市中区中島町６－１,082-542-7271,医療法人あかね会　理事長　土谷　治子,森石　みさき,平13. 7. 1,内　外　婦　放　脳内　整外,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令7. 7. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　18,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　18),,,,,,,,,,,,,,,,,,,
251,"01,2178,8",医療法人社団あいあい会　石岡内科クリニック,〒730－0031広島市中区紙屋町２丁目２－６,082-240-7755,医療法人社団　あいあい会　石岡内科クリニック　理事長　石岡　伸一,石岡　伸一,平16. 5. 1,内　アレ　リウ　呼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 5. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 1,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,,,,,,,,,,,,,,,,,
252,"01,2179,6",岡山形成外科,〒730－0013広島市中区八丁堀１１－１８,082-511-2211,岡山　直靖,岡山　直靖,平13. 9. 1,形外,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令7. 9. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 1,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,,,,,,,,,,,,,,,,,
253,"01,2180,4",出口内科クリニック,〒732－0825広島市南区金屋町８－７,082-262-1866,出口　智子,出口　智子,平13. 10. 1,内　胃　放,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令7. 10. 1,,,,,,,,,,,,,,,,
254,"01,2183,8",広島市医師会運営・安芸市民病院,〒736－0088広島市安芸区畑賀２丁目１４－１,082-827-0121,広島市長　松井　一實,末田　泰二郎,平13. 12. 1,一般　　     80,病院,,,,,,,,,,,,,,
,,,,常　勤:　　　12,,,新規,療養　　     60,現存,,,,,,,,,,,,,,
,,,,(医　　　　12),,,令7. 12. 1,内　呼　循　外　リハ　小,,,,,,,,,,,,,,,
,,,,非常勤:　　　 8,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 8),,,,,,,,,,,,,,,,,,,
255,"01,2184,6",金沢内科・循環器科,〒736－0085広島市安芸区矢野西４丁目１０－１８　２Ｆ,082-889-5501,金澤　郁夫,金澤　郁夫,平14. 1. 1,内　循　リハ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令8. 1. 1,,,,,,,,,,,,,,,,
256,"01,2188,7",医療法人　ひよこ小児科内科,〒732－0009広島市東区戸坂千足１丁目２２番６－１１,082-516-0015,医療法人　ひよこ小児科内科　理事長　稲田　准三,稲田　准三,平16. 9. 1,小　内　アレ,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 9. 1,,,,,,,,,,,,,,,,
257,"01,2189,5",あずまクリニック内科・放射線科,〒732－0811広島市南区段原１丁目８－１,082-261-5500,医療法人　健康の風　理事長　東　優理子,石ヶ坪　愛由美,平17. 4. 1,放　内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令5. 4. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　 2,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,,,,,,,,,,,,,,,,,
258,"01,2191,1",山中眼科医院,〒732－0009広島市東区戸坂千足１丁目１－２１吉興ビル２Ｆ,082-229-8088,山中　平吉,山中　平吉,平14. 5. 1,眼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,新規,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令2. 5. 1,,,,,,,,,,,,,,,,
259,"01,2192,9",小田内科クリニック,〒732－0045広島市東区曙５丁目３－２６,082-568-0700,医療法人　小田内科クリニック　理事長　小田　弘明,小田　弘明,平17. 4. 1,内　呼　循　消　小,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 2,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 2),,,令5. 4. 1,,,,,,,,,,,,,,,,
260,"01,2196,0",ひふみクリニック,〒730－0005広島市中区西白島町１８－２６,082-511-3800,樋口　富美,樋口　富美,平18. 12. 1,内,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,移転,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令6. 12. 1,,,,,,,,,,,,,,,,
261,"01,2200,0",森眼科,〒730－0031広島市中区紙屋町２丁目２－１５,082-245-1558,医療法人慈光会　理事長　森　靖弘,森　靖弘,平16. 10. 1,眼,診療所,,,,,,,,,,,,,,
,,,,常　勤:　　　 1,,,組織変更,,現存,,,,,,,,,,,,,,
,,,,(医　　　　 1),,,令4. 10. 1,,,,,,,,,,,,,,,,
,,,,非常勤:　　　25,,,,,,,,,,,,,,,,,,,
,,,,(医　　　　25),,,,,,,,,,,,,,,,,,,
262,"01,2201,8",あきクリニック,〒736－0082広島市安芸区船越南３丁目７－１２,082-822-0753,医療法人社団　恵宣会　理事長　山田　均,原　崇,平15. 1. 1,心内　神　内　精　リハ,診療所,,,,,,,,,,,,,,
